iter	Passed	Remaining
405	6904	6597
406	6921	6581
407	6938	6564
408	6955	6547
409	6971	6529
410	6987	6511
411	7002	6492
412	7019	6475
413	7034	6457
414	7052	6440
415	7069	6423
416	7084	6405
417	7101	6387
418	7119	6372
419	7137	6355
420	7154	6338
421	7168	6319
422	7183	6300
423	7199	6282
424	7216	6265
425	7232	6247
426	7247	6228
427	7263	6210
428	7280	6194
429	7297	6177
430	7311	6158
431	7329	6141
432	7343	6122
433	7358	6103
434	7376	6088
435	7394	6071
436	7408	6052
437	7424	6034
438	7440	6016
439	7459	6001
440	7475	5983
441	7491	5965
442	7505	5946
443	7521	5928
444	7535	5909
445	7550	5891
446	7564	5872
447	7581	5855
448	7597	5837
449	7611	5818
450	7629	5802
451	7645	5784
452	7663	5768
453	7681	5752
454	7700	5737
455	7720	5722
456	7737	5705
457	7755	5689
458	7771	5672
459	7788	5655
460	7806	5639
461	7824	5622
462	7841	5605
463	7857	5588
464	7873	5570
465	7889	5553
466	7904	5534
467	7922	5518
468	7941	5502
469	7957	5485
470	7972	5467
471	7988	5449
472	8003	5431
473	8019	5413
474	8035	5396
475	8051	5379
476	8067	5361
477	8081	5342
478	8099	5326
479	8117	5309
480	8133	5292
481	8149	5275
482	8164	5257
483	8183	5241
484	8203	5226
485	8219	5208
486	8235	5191
487	8252	5174
488	8267	5156
489	8282	5138
490	8298	5121
491	8315	5104
492	8333	5087
493	8351	5071
494	8366	5053
495	8384	5037
496	8399	5019
497	8417	5003
498	8433	4985
499	8448	4967
500	8463	4949
501	8492	4939
502	8510	4923
503	8527	4906
504	8544	4889
505	8560	4872
506	8579	4856
507	8595	4839
508	8611	4821
509	8625	4803
510	8640	4785
511	8658	4768
512	8677	4753
513	8693	4735
514	8710	4719
515	8725	4700
516	8741	4683
517	8757	4666
518	8774	4649
519	8791	4632
520	8807	4614
521	8823	4597
522	8837	4579
523	8853	4561
524	8872	4545
525	8889	4529
526	8905	4511
527	8923	4495
528	8943	4480
529	8958	4462
530	8976	4445
531	8991	4428
532	9010	4412
533	9024	4393
534	9040	4376
535	9056	4359
536	9072	4341
537	9089	4325
538	9106	4308
539	9123	4291
540	9142	4275
541	9158	4258
542	9174	4240
543	9192	4224
544	9209	4207
545	9225	4190
546	9242	4173
547	9260	4157
548	9275	4139
549	9292	4122
550	9308	4105
551	9323	4087
552	9338	4069
553	9356	4053
554	9374	4036
555	9392	4020
556	9409	4003
557	9429	3987
558	9443	3970
559	9461	3953
560	9480	3937
561	9498	3921
562	9517	3904
563	9534	3888
564	9549	3870
565	9565	3853
566	9581	3836
567	9597	3818
568	9614	3801
569	9631	3784
570	9647	3767
571	9681	3757
572	9707	3744
573	9731	3729
574	9750	3713
575	9768	3697
576	9783	3679
577	9801	3662
578	9818	3645
579	9837	3629
580	9856	3613
581	9872	3596
582	9889	3579
583	9903	3561
584	9921	3544
585	9935	3526
586	9949	3508
587	9967	3491
588	9980	3473
589	9995	3456
590	10012	3439
591	10029	3422
592	10045	3404
593	10060	3387
594	10077	3370
595	10092	3352
596	10107	3335
597	10121	3317
598	10137	3300
599	10153	3282
600	10171	3266
601	10187	3249
602	10205	3232
603	10222	3215
604	10237	3198
605	10254	3181
606	10268	3163
607	10283	3146
608	10298	3128
609	10314	3111
610	10332	3094
611	10349	3077
612	10363	3059
613	10379	3042
614	10393	3025
615	10406	3007
616	10421	2989
617	10436	2972
618	10453	2955
619	10468	2937
620	10485	2921
621	10500	2903
622	10514	2885
623	10528	2868
624	10543	2850
625	10560	2834
626	10577	2817
627	10592	2799
628	10608	2782
629	10623	2765
630	10638	2748
631	10655	2731
632	10670	2713
633	10687	2697
634	10702	2679
635	10717	2662
636	10734	2645
637	10750	2628
638	10767	2611
639	10786	2595
640	10799	2577
641	10814	2560
642	10832	2543
643	10847	2526
644	10863	2509
645	10880	2492
646	10897	2475
647	10914	2459
648	10929	2441
649	10945	2424
650	10964	2408
651	10981	2391
652	10998	2374
653	11015	2358
654	11031	2341
655	11048	2324
656	11062	2306
657	11080	2290
658	11094	2272
659	11113	2256
660	11132	2239
661	11148	2222
662	11163	2205
663	11179	2188
664	11197	2172
665	11210	2154
666	11226	2137
667	11247	2121
668	11262	2104
669	11277	2087
670	11292	2070
671	11309	2053
672	11322	2035
673	11339	2018
674	11356	2002
675	11371	1984
676	11390	1968
677	11405	1951
678	11422	1934
679	11437	1917
680	11452	1900
681	11468	1883
682	11489	1867
683	11508	1850
684	11527	1834
685	11543	1817
686	11560	1800
687	11576	1783
688	11590	1766
689	11606	1749
690	11623	1732
691	11639	1715
692	11653	1698
693	11668	1681
694	11682	1664
695	11698	1647
696	11714	1630
697	11729	1613
698	11746	1596
699	11762	1579
700	11776	1562
701	11792	1545
702	11807	1528
703	11825	1511
704	11842	1495
705	11859	1478
706	11876	1461
707	11892	1444
708	11908	1427
709	11924	1410
710	11939	1393
711	11954	1376
712	11972	1360
713	11988	1343
714	12004	1326
715	12019	1309
716	12037	1292
717	12051	1275
718	12066	1258
719	12083	1241
720	12098	1224
721	12117	1208
722	12132	1191
723	12146	1174
724	12160	1157
725	12177	1140
726	12193	1123
727	12209	1106
728	12224	1090
729	12241	1073
730	12255	1056
731	12270	1039
732	12286	1022
733	12303	1005
734	12317	988
735	12334	972
736	12351	955
737	12367	938
738	12383	921
739	12399	904
740	12418	888
741	12433	871
742	12448	854
743	12467	837
744	12481	820
745	12497	804
746	12512	787
747	12529	770
748	12547	753
749	12563	737
750	12578	720
751	12593	703
752	12608	686
753	12623	669
754	12637	652
755	12653	636
756	12668	619
757	12682	602
758	12699	585
759	12716	568
760	12731	552
761	12747	535
762	12765	518
763	12779	501
764	12794	485
765	12812	468
766	12826	451
767	12842	434
768	12858	418
769	12872	401
770	12887	384
771	12904	367
772	12921	351
773	12934	334
774	12951	317
775	12967	300
776	12983	284
777	12997	267
778	13015	250
779	13030	233
780	13045	217
781	13064	200
782	13081	183
783	13096	167
784	13112	150
785	13129	133
786	13145	116
787	13160	100
788	13177	83
789	13193	66
790	13209	50
791	13226	33
792	13242	16
793	13258	0
