iter	MultiClass
0	0.578208574
1	0.3772644529
2	0.2628516446
3	0.191979594
4	0.144697393
5	0.1134778206
6	0.09181449232
7	0.07714371086
8	0.06674647072
9	0.05946194144
10	0.05428874741
11	0.04635695779
12	0.04304875764
13	0.04086653474
14	0.03912096292
15	0.03783438288
16	0.03655232157
17	0.03575382745
18	0.03489477437
19	0.03418858166
20	0.03363965757
21	0.03337175584
22	0.03284966973
23	0.03251979002
24	0.03195612932
25	0.03178369527
26	0.03157288644
27	0.03116106301
28	0.03078142883
29	0.03072983482
30	0.03055830271
31	0.03033973949
32	0.03018506837
33	0.02988734879
34	0.02970098767
35	0.02941036238
36	0.02921817403
37	0.0291796776
38	0.02895761315
39	0.0288655267
40	0.02850281467
41	0.02837645986
42	0.02816745202
43	0.02813736504
44	0.02801678716
45	0.02795413827
46	0.02791182384
47	0.02764327237
48	0.02742512336
49	0.02728825874
50	0.02719433154
51	0.02713538848
52	0.02707845153
53	0.0269924893
54	0.02697150285
55	0.02688658145
56	0.02666376001
57	0.02654695959
58	0.02650913903
59	0.02633140826
60	0.02630418373
61	0.02621459011
62	0.02596951207
63	0.02569309777
64	0.02562819335
65	0.02557604209
66	0.02545457811
67	0.02542786395
68	0.02531220615
69	0.02527608049
70	0.02517877435
71	0.02504236231
72	0.02501633779
73	0.02484583689
74	0.02479776762
75	0.02476369619
76	0.02468045557
77	0.024537101
78	0.02441238161
79	0.02432058018
80	0.02426504489
81	0.02424990311
82	0.02415049114
83	0.0239503059
84	0.02391700657
85	0.02381041091
86	0.02379708832
87	0.02366618984
88	0.0235970258
89	0.02356498504
90	0.02353530146
91	0.02351435714
92	0.02347276524
93	0.02344589753
94	0.02339400209
95	0.02336780445
96	0.02327699071
97	0.0231035996
98	0.02305204052
99	0.02304305705
100	0.02300798371
101	0.02298170471
102	0.02294855008
103	0.0229188066
104	0.02289111073
105	0.02285192257
106	0.02284409852
107	0.02274180531
108	0.02271226612
109	0.0226817103
110	0.02257222048
111	0.0225114596
112	0.02249418133
113	0.02238104678
114	0.02227195528
115	0.02213480794
116	0.02207719505
117	0.02207216445
118	0.02202989435
119	0.02197090142
120	0.02179768268
121	0.02172997267
122	0.02170129219
123	0.021653223
124	0.02164093809
125	0.02163013692
126	0.02161312262
127	0.02152377799
128	0.02140027905
129	0.02135894849
130	0.02125115573
131	0.02124379882
132	0.02116924889
133	0.02114748926
134	0.0210224345
135	0.02092324666
136	0.02089456877
137	0.02086539752
138	0.02084404897
139	0.02081150214
140	0.02079644989
141	0.0206925587
142	0.02067376621
143	0.0206513677
144	0.02061654522
145	0.02058432486
146	0.02052313033
147	0.02049188809
148	0.02045820487
149	0.02041375548
150	0.02040075649
151	0.02032778899
152	0.02029245308
153	0.0202720458
154	0.02019384181
155	0.02012854641
156	0.02012355198
157	0.0201019316
158	0.02006584021
159	0.02005661489
160	0.02004174938
161	0.01999224426
162	0.01997370528
163	0.01993605007
164	0.01983875141
165	0.01976539853
166	0.01975156922
167	0.01971973524
168	0.01968730289
169	0.01965506127
170	0.01960488915
171	0.01957882881
172	0.01946519004
173	0.01943385059
174	0.01940937853
175	0.01938635136
176	0.01935344015
177	0.01928877322
178	0.01924838799
179	0.01921632585
180	0.01916273565
181	0.01909968429
182	0.01906793223
183	0.01903318622
184	0.01897963034
185	0.01894332856
186	0.01890918101
187	0.01883554288
188	0.01882430379
189	0.0187857472
190	0.01876960816
191	0.0187575902
192	0.01874614667
193	0.01872228432
194	0.01868155953
195	0.01862423683
196	0.01860666546
197	0.01857840081
198	0.0185025
199	0.0184882731
200	0.01844294408
201	0.0183986129
202	0.01831599083
203	0.01829907522
204	0.01827963358
205	0.01826982694
206	0.01824448723
207	0.01823074715
208	0.01821168786
209	0.01820608354
210	0.01813035004
211	0.01809453329
212	0.01807682129
213	0.01804177813
214	0.01801578229
215	0.0179888925
216	0.01798307705
217	0.01794109312
218	0.01788695151
219	0.0178322854
220	0.01780414812
221	0.01774946528
222	0.01773265396
223	0.01768942035
224	0.01765987668
225	0.01765326608
226	0.01764283382
227	0.01762644202
228	0.0175931276
229	0.01757457154
230	0.01752735546
231	0.01751976423
232	0.01750261775
233	0.01749276544
234	0.01747536638
235	0.01746759763
236	0.01744880083
237	0.01743643211
238	0.01741401459
239	0.01738758768
240	0.01737528756
241	0.01736938909
242	0.01731555058
243	0.0172962367
244	0.0172884434
245	0.01725723672
246	0.01723555081
247	0.01721836995
248	0.01720064444
249	0.01716361614
250	0.0171126849
251	0.01707199385
252	0.01701453531
253	0.01699664793
254	0.01692825578
255	0.01691143616
256	0.01688286877
257	0.01685393532
258	0.01682605211
259	0.01681093848
260	0.01677898659
261	0.01676741811
262	0.01673979444
263	0.0167272023
264	0.01671901948
265	0.01667430259
266	0.01664704665
267	0.01663767103
268	0.01659899074
269	0.01659535567
270	0.01655564992
271	0.01653078113
272	0.01651495529
273	0.01647285285
274	0.01640988285
275	0.01639396768
276	0.01635035592
277	0.01634108304
278	0.01631636151
279	0.01629048706
280	0.01625905239
281	0.01623593739
282	0.01620950068
283	0.01615681677
284	0.01613255115
285	0.01606194516
286	0.01604914654
287	0.01603792789
288	0.01602387959
289	0.0160093525
290	0.01599657568
291	0.01597116635
292	0.01593684127
293	0.01589227732
294	0.01588159394
295	0.01587072249
296	0.01581636386
297	0.01580635133
298	0.01579539731
299	0.01575967915
300	0.015727301
301	0.01569292246
302	0.01568212463
303	0.01566532848
304	0.01564319693
305	0.01561904768
306	0.01559986969
307	0.01558065302
308	0.01556099021
309	0.01555362041
310	0.01553114813
311	0.01550724322
312	0.01550011691
313	0.01548315673
314	0.01547464768
315	0.01545773568
316	0.01543883358
317	0.01538660336
318	0.01537018182
319	0.01534263443
320	0.01532754335
321	0.01531224744
322	0.01529202584
323	0.01525506497
324	0.0152453232
325	0.01522292693
326	0.01521161298
327	0.01518960552
328	0.0151730022
329	0.01516869035
330	0.01515404056
331	0.01513613801
332	0.01511400138
333	0.01507862384
334	0.01507198888
335	0.01505105043
336	0.01503946166
337	0.01498433442
338	0.01497293749
339	0.01496640928
340	0.01493838785
341	0.01493089189
342	0.01490025949
343	0.01489393764
344	0.0148427963
345	0.01483458394
346	0.01481856897
347	0.01481454577
348	0.01480472864
349	0.01479274094
350	0.0147775876
351	0.01476870047
352	0.01476230867
353	0.01472270094
354	0.01471565906
355	0.01468812196
356	0.0146778968
357	0.01465351152
358	0.0146347134
359	0.01461606029
360	0.01458658105
361	0.01457987473
362	0.01455465343
363	0.01450291095
364	0.01449889454
365	0.01449196033
366	0.01447064847
367	0.01444250719
368	0.01442832037
369	0.01439904347
370	0.01438959369
371	0.0143465334
372	0.01429940091
373	0.01429409565
374	0.01427812085
375	0.01427067446
376	0.0142616752
377	0.01424945292
378	0.0141920445
379	0.0141815682
380	0.01416051634
381	0.01414616644
382	0.01413270299
383	0.0141158616
384	0.01408004191
385	0.01407123879
386	0.01406520709
387	0.01403287028
388	0.01402544131
389	0.01397667
390	0.01394867548
391	0.01393821199
392	0.01391207221
393	0.01385844261
394	0.01385026695
395	0.01381051726
396	0.01380159253
397	0.01379452011
398	0.01379058519
399	0.0137860256
400	0.01376592251
401	0.01374308521
402	0.01370288992
403	0.01369300042
404	0.0136890873
405	0.01367496116
406	0.01365858563
407	0.01364473326
408	0.01362683606
409	0.01358794837
410	0.01357449014
411	0.01356864048
412	0.01356369283
413	0.01355964816
414	0.01353240674
415	0.01350801635
416	0.01349767415
417	0.01347555377
418	0.01345021922
419	0.01342484361
420	0.01340603018
421	0.0134016748
422	0.01339611791
423	0.01339184532
424	0.0133666824
425	0.01335437665
426	0.01334607519
427	0.01332636264
428	0.0133165346
429	0.01330796179
430	0.01330236588
431	0.013285569
